IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.242.202.230,2086,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,736 kB/s
47.242.202.230,80,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,724 kB/s
47.76.178.146,2052,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,719 kB/s
47.243.234.9,8080,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,684 kB/s
47.76.146.1,2095,FALSE,HKG,Asia Pacific,Hong Kong,60 ms,643 kB/s
47.243.67.28,8080,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,612 kB/s
47.76.94.15,80,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,598 kB/s
8.219.77.141,80,FALSE,SJC,North America,San Jose,238 ms,551 kB/s
8.210.203.7,2086,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,532 kB/s
47.76.77.103,80,FALSE,HKG,Asia Pacific,Hong Kong,67 ms,526 kB/s
47.76.146.1,8880,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,523 kB/s
8.217.221.165,2082,FALSE,HKG,Asia Pacific,Hong Kong,68 ms,508 kB/s
8.210.203.7,8080,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,477 kB/s
8.217.251.62,80,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,421 kB/s
8.217.221.165,2095,FALSE,HKG,Asia Pacific,Hong Kong,59 ms,421 kB/s
47.57.13.107,80,FALSE,HKG,Asia Pacific,Hong Kong,66 ms,414 kB/s
8.217.159.210,2082,FALSE,HKG,Asia Pacific,Hong Kong,56 ms,381 kB/s
47.236.158.158,8880,FALSE,SIN,Asia Pacific,Singapore,235 ms,376 kB/s
47.243.5.154,8080,FALSE,HKG,Asia Pacific,Hong Kong,64 ms,352 kB/s
47.243.67.28,80,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,346 kB/s
47.76.77.103,8880,FALSE,HKG,Asia Pacific,Hong Kong,62 ms,342 kB/s
47.243.67.28,2095,FALSE,HKG,Asia Pacific,Hong Kong,66 ms,339 kB/s
47.242.36.78,2095,FALSE,HKG,Asia Pacific,Hong Kong,65 ms,336 kB/s
47.76.178.146,8080,FALSE,HKG,Asia Pacific,Hong Kong,57 ms,329 kB/s
47.251.74.226,80,FALSE,LAX,North America,Los Angeles,175 ms,302 kB/s
8.217.232.246,8080,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,289 kB/s
8.217.232.246,2082,FALSE,HKG,Asia Pacific,Hong Kong,75 ms,288 kB/s
47.242.202.230,2095,FALSE,HKG,Asia Pacific,Hong Kong,54 ms,260 kB/s
149.129.8.215,80,FALSE,SJC,North America,San Jose,93 ms,242 kB/s
47.242.171.94,2052,FALSE,HKG,Asia Pacific,Hong Kong,70 ms,227 kB/s
8.217.232.246,2086,FALSE,HKG,Asia Pacific,Hong Kong,72 ms,225 kB/s
47.76.94.15,8080,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,215 kB/s
47.243.234.9,80,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,212 kB/s
8.217.232.246,80,FALSE,HKG,Asia Pacific,Hong Kong,68 ms,168 kB/s
47.76.178.146,2082,FALSE,HKG,Asia Pacific,Hong Kong,66 ms,168 kB/s
47.243.139.85,2086,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,118 kB/s
47.76.77.103,2095,FALSE,HKG,Asia Pacific,Hong Kong,68 ms,76 kB/s
47.242.202.230,8080,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,72 kB/s
8.212.12.98,80,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,70 kB/s
47.57.14.118,80,FALSE,SJC,North America,San Jose,81 ms,38 kB/s
8.218.188.129,8080,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,13 kB/s
47.236.5.223,2082,FALSE,SIN,Asia Pacific,Singapore,293 ms,13 kB/s
8.217.239.116,8080,FALSE,HKG,Asia Pacific,Hong Kong,70 ms,2 kB/s
47.242.171.94,8880,FALSE,HKG,Asia Pacific,Hong Kong,73 ms,0 kB/s
47.236.144.208,8080,FALSE,SIN,Asia Pacific,Singapore,258 ms,0 kB/s
47.236.146.249,2052,FALSE,SIN,Asia Pacific,Singapore,288 ms,0 kB/s
47.236.169.164,2082,FALSE,SIN,Asia Pacific,Singapore,237 ms,0 kB/s
47.236.237.90,2052,FALSE,SIN,Asia Pacific,Singapore,244 ms,0 kB/s
47.76.178.146,2095,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.219.174.213,2052,FALSE,SIN,Asia Pacific,Singapore,224 ms,0 kB/s
47.242.171.94,2086,FALSE,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
8.222.134.170,8880,FALSE,SIN,Asia Pacific,Singapore,239 ms,0 kB/s
47.242.171.94,2082,FALSE,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.236.169.164,2095,FALSE,SIN,Asia Pacific,Singapore,224 ms,0 kB/s
47.238.6.102,8880,FALSE,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
47.236.149.107,2086,FALSE,SIN,Asia Pacific,Singapore,228 ms,0 kB/s
47.237.92.26,8080,FALSE,SIN,Asia Pacific,Singapore,242 ms,0 kB/s
47.236.170.54,2095,FALSE,SIN,Asia Pacific,Singapore,232 ms,0 kB/s
8.218.207.169,8080,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.218.201.73,80,FALSE,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.236.174.206,2095,FALSE,SIN,Asia Pacific,Singapore,237 ms,0 kB/s
8.222.214.231,8080,FALSE,SIN,Asia Pacific,Singapore,230 ms,0 kB/s
47.236.169.141,2095,FALSE,SIN,Asia Pacific,Singapore,220 ms,0 kB/s
47.236.166.131,80,FALSE,SIN,Asia Pacific,Singapore,236 ms,0 kB/s
47.236.118.216,8080,FALSE,SIN,Asia Pacific,Singapore,234 ms,0 kB/s
8.217.239.116,8880,FALSE,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.236.83.239,8880,FALSE,SIN,Asia Pacific,Singapore,235 ms,0 kB/s
47.236.87.246,8080,FALSE,SIN,Asia Pacific,Singapore,228 ms,0 kB/s
47.236.144.196,8080,FALSE,SIN,Asia Pacific,Singapore,227 ms,0 kB/s
47.236.171.205,8880,FALSE,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
47.237.11.182,80,FALSE,SIN,Asia Pacific,Singapore,227 ms,0 kB/s
47.236.169.141,2082,FALSE,SIN,Asia Pacific,Singapore,234 ms,0 kB/s
47.237.11.182,2052,FALSE,SIN,Asia Pacific,Singapore,216 ms,0 kB/s
47.236.93.176,2082,FALSE,SIN,Asia Pacific,Singapore,223 ms,0 kB/s
